variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories
30103-conditionsrisks-8,Following underlying conditions or risk factors selected;Immunosuppressive disease,categorical,4210d1a9b97317a388cc5c18305405a834f04c0c948a1df3b2ec2e1b003175f77afb5fa9a45bf06e7d0dfc4fc7e31cb96613d9af4f94e298496ea46e93b19623,,,Do you have any of the following underlying conditions or risk factors? Immunosuppressive disease,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Medical History,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"disease,immunosuppressive disease,risk factor,condition"
30103-conditionsrisks-9,Following underlying conditions or risk factors selected;Current smoker (tobacco),categorical,d787428001e598a9c8ab8588cea72000121b2d113f7580a3fe061320b331ce0d8382c280ac497b169b7d00d4cb0efd42dc04dcc16754fc1117198a271b344d73,,,Do you have any of the following underlying conditions or risk factors? Current smoker (tobacco),true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Medical History,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"condition,risk factor,current smoker,tobacco"
30103-conditionsrisks-999,Following underlying conditions or risk factors selected;Prefer not to answer,categorical,45857d95eae42a018ac7c4baa77076143f7c6cbbd467016dbe3b9340cb87a46612b2fd6c67ff518e586b29d2a2f2f515eb5bf0d29585d11ccd938a2bf67998dd,,,Do you have any of the following underlying conditions or risk factors? Prefer not to answer,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"risk factor,condition"
30106-currently_pregnant,Pregnancy Status,categorical,d7563cb2acb140d35579a2220299163c3a59c77da01dffdc8212e13c58350edbe9158bc7b7cc474ca16a7fc1dae08110fae592ed94e81c1e56fbf7bc21579c35,,,Are you currently pregnant?,true,"1, Yes; 2, No; 3, I don't know; 999, Prefer not to answer",,,,,,Medical History,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,pregnancy status
30107-alcohol_consume,Alcohol Use,categorical,69721113b06e35690d8d19dc91fc1ca53b84e232ccbe9b8ff83c047672533485cce96626f04b0b55a9bb8075ebcc6764eac01d49d23a7d0246b1850ab30595f4,,,Do you drink alcohol?,true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Medical History,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"alcohol,alcohol use"
30108-employed_currently,Employment Status,categorical,d9aff0cdc53f59811d1d8a89d3e7309f2190e7b798b5551b562abf5d4365041e9051d5f4412f42f40be1ad5fe181649db980e5f66b6906bd8b52d6dbfabd0981,,,Are you currently employed?,true,"1, Yes full-time; 3, Yes, part-time; 4, Yes, temporary; 5, No; 999, Prefer not to answer",,,,,,Employment,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,employment status
30109-health_professional,Health Professional Status,categorical,c79652f3d30dbae77934282dbb4f295626d64b8bce9c07ed52023f21bea4c76ba66d89268b772ec44c92f535bcce078318a09baabaeb4c1c465eb8aa8518eb46,,,"Are you a health care or an allied healthcare professional(e.g. medical, nursing, long-term-care facility, dentistry, pharmacy, EMT/paramedic, other)?",true,"1, No; 2, Yes; 999, Prefer not to answer",,,,,,,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"health care,dentistry,pharmacy,care facility,nursing,health professional status"
30110-essential_worker,Essential Worker Status,categorical,8e3a0ed054876699ae8525a4cc456efa6290b19c44765b678b072d5cfcb61aa915ac2d525d955a290925786680d120a34fa55f0758bc8f901a73e060660ae5dd,,,"Are you an essential worker (other than a healthcare professional) required to workin close contact with others (e.g. retail salesperson, cashier, bus/taxi driver, firefighter, police officer, security guard, custodial staff, restaurant staff, housekeeper, childcare worker, construction worker, other)?",true,"1, No; 2, Yes; 999, Prefer not to answer",,,,,,,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"close contact,housekeeper,construction worker,childcare worker,essential worker,essential worker status"
30112-insurance,Insurance Status,categorical,5719c4ccf1c9620399bf2bb3aaa23c1574e774868987a3c758548b210f6a79f8f38de07260fc01e0cf774f3de05152eed8c0eeb4f783839f1b2da447d99ffbad,,,Are you covered by health insurance or some other kind of health care plan?,true,"1, Yes; 2, I don't have health insurance (Self-Pay); 3, No; 5, I don't know; 999, Prefer not to answer",,,,,,Insurance Status,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"insurance status,health care plan,health insurance,kind"
30113-insurance_plan,Insurance Plan Type,categorical,4fcb9f44a5a04109c3145e99f4af0e6b31cbc15179d5d25c4ecfaa52684087c540d97b845f8d68bd8688469a5adcec3a51e898722db3aaaf3b8eb4b813d85bf7,,,What kind of plan are you covered by?,true,"1, Insurance purchased directly from an insurance company (by you or another family member); 2, Insurance through a current or former employer or union (by you or another family member); 3, Medicare, for people 65 and older or people with certain disabilities; 4, Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or disability; 5, TRICARE or other military health care; 6, Veterans Affairs (VA) (including those who have ever used or enrolled for VA health care) ○ Indian Health Service; 7, Any other type of health insurance or health coverage plan; 999, Prefer not to answer",,,,,,,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"plan,insurance plan type,kind"
30117-deaf,Deaf Status,categorical,9b5db75eaa3bac6a973a3fb8469ea2331827a7fd76b28315ed79198280bdeadb469e306bac9e6b6e401986a244e472fcdf8dab30be7daedd4986c5cd526dae84,,,Are you deaf or do you have serious difficulty hearing?,true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"deaf status,difficulty"
30118-blind,Blind Status,categorical,216bee7559593476bd4457ce4abd942e080a99f330a1f82ed990957cb05ba3f0fae74a629b01914b7f13a8564e8698a8175e5fa15a45ab377db3b6b6782a6fec,,,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"blind status,glass,difficulty"
30119-concentrating,Difficulty Concentrating,categorical,0b257c6d2c01c60610f875006d69b741878b287fd01124e6a406fbc5298bfdf961b7d0e205df8a52a9a94321641209dae71c3699f9434ba0f648e401b1e7f25b,,,"Do you have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional condition)?",true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"emotional condition,decision,remember,difficulty"
30120-walking,Difficulty Walking,categorical,2e74a1f5e7d89fff6abcd9d7354aa51804dc9202067bf4fc3ceba9e7bc61c5b28806d94e11ef332d1a60e48c8d9e99359a35cd1d2ebb4ea62c5281711d65b13f,,,Do you have serious difficulty walking or climbing stairs?,true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"stair,difficulty"
30121-dressing,Difficulty Dressing,categorical,4560a3487a9520ad8870e060cd2d8362d59f3366080850af3e852dc5d42e7c1470e735e943123c93900379251d72ebcf8ee7b3165ea8b54af4dd01920a52ae98,,,Do you have difficulty dressing or bathing?,true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,difficulty
30122-errands,Difficulty with Errands,categorical,0f95e8fe9e29aa927eaca11a08fea28417f9d78fa8fb6d4195f1235221656d09ba4de64c75d0c0a390de428744c8fad59cab2da4bf521ca11a2077c84bedba55,,,"Do you have difficulty doing errands alone such as visiting a doctor's office or shopping (because of a physical, mental, oremotional condition)?",true,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"office,errand,difficulty,shop,doctor"
30123-colorblind,Color Blind Status,categorical,d8ee1f6fe468082b95abe9da8448781362aa96787f81d716ed79b15e32d1ad318ab665db8386eba5f9a22d34d89a6e27fa5534230033736fbc33401916ea9c59,,,Have you ever been told that you have color-blindness?,true,"1, Yes; 2, No; 3, Not sure; 999, Prefer not to answer",,,,,,,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"blindness,color,color blind status"
30124-colorblind_type,Color Blind Type,categorical,10dea07b1487c1365d7e6250a7d0bed993df27269e622f456d1132e39d149241e4f3443d24a79fb68134f8106816e396a51b5821a1076e5b6e8274ec7aa9978b,,,"If yes, what kind of color-blindness have you been told you have?",true,"1, Red-green color-blindness; 2, Blue-yellow color-blindness; 3, Complete color-blindness (monochromacy); 4, I'm not sure; 5, Prefer not answer",,,,,,,About You,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"color blind type,blindness,color,kind"
30132-covid_tested30,"Last 30 days, COVID Tested Status",categorical,781adc5910d38ba1bba85736542767b08280b8f28807d39997b639c74748b7f8c84f1eb9504e9d06ec5f79ed21cd8a7971b7b96ede3e75902565605e50817feb,,,"In the past 30 days (outside of this research study) have you been tested for the coronavirus, and if so, what was the result of your most recent test?",true,"1, No, I have not been tested; 2, Yes, and I tested positive; 3, Yes, and I tested negative; 4, Yes, and my results were inconclusive; 5, Yes, and my results are still pending; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"recent test,status,covid,coronavirus,research study,result,day"
30135-covid_result,"Last 30 days, COVID Tested Results",categorical,b9768a7dfa13fc17310b01e14dddc606c7662f652c3cbbadb737ab0f4eee7acc8a91141b63b436a4fcf67ec15660f0c8fb98a8f53de682ebb237ef1167ce2f26,,,What kind of COVID-19 test did you have?,true,"1, Home-based test (please provide name); 2, Lab-administered diagnostic PCR test; 3, Lab-administered diagnostic antigen test; 4, Lab-administered antibody test; 5, Lab-administered test, unsure of type; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"result,covid,day,kind"
30138-covid_why-1,"The following best describes why the participant was tested for the Coronavirus, selected; I had coronavirus symptoms (fever, cough, chills, nausea, etc…)",categorical,1d750ae91ea383bc316185d4fe2df0dc109d3e10d918a876ad7e5c8b7b984d6d79b63e485e2f9322225258adac2041016e767bf2d1f42db50e21094dcc0b7b1c,,,"Which of the following best describes why you were tested for the Coronavirus? I had coronavirus symptoms (fever, cough, chills, nausea, etc…)",true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"fever,coronavirus,participant,nausea,coronavirus symptom,cough"
30138-covid_why-2,"The following best describes why the participant was tested for the Coronavirus, selected; I came into contact with someone who has the coronavirus",categorical,037fbd670e1b88a074f8dc2794a8cca55131fbfcd8301553304d3a59010380ee864a89e2317fbdd1ef45b3e8a34c8dad9ef9b8f1ea8587615773259a05316ce5,,,Which of the following best describes why you were tested for the Coronavirus? I came into contact with someone who has the coronavirus,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"contact,participant,coronavirus"
30138-covid_why-3,"The following best describes why the participant was tested for the Coronavirus, selected; I want to make sure I don't spread the coronavirus to others",categorical,76aa2ae2ab1258502839a7e99b736c317d97fa7abc90d17185bcb84e2080377bafc3bba533709e2d70d0cc294ba40b99425de1fad28ba2ce58a4071d97d8049c,,,Which of the following best describes why you were tested for the Coronavirus? I want to make sure I don't spread the coronavirus to others,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,coronavirus"
30138-covid_why-4,"The following best describes why the participant was tested for the Coronavirus, selected; I am required by my employer or school",categorical,f66787c4974b433737d490304d01be6060994572c8e33e52e3e84c532d7cb184085d207841adbd480391e7f9828b71629ff5827bac07089f2434e22225bc1275,,,Which of the following best describes why you were tested for the Coronavirus? I am required by my employer or school,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,school,coronavirus,employer"
30138-covid_why-5,"The following best describes why the participant was tested for the Coronavirus, selected; Other",categorical,3f667eff2a796c1ecc593aea3dceeb581c2246d21241badde54be9cf1a3b93b4b37705817a6b11d270011935e84d844f8a1c4cb0302b41c1c78325f02af84c97,,,Which of the following best describes why you were tested for the Coronavirus? Other,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,coronavirus"
30138-covid_why-999,"The following best describes why the participant was tested for the Coronavirus, selected; Prefer not to answer",categorical,0c5fe3596e16fbf16f40e895039f94120fa6c6537f3f3b54e34eb7931686e91b23852a2e3be3e968526dbf0bb011438b709593490053ed8d10a6ede2cd08c7ed,,,Which of the following best describes why you were tested for the Coronavirus? Prefer not to answer,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,coronavirus"
30141-covid_tst_symptoms-1,"Symptoms experienced prior to getting tested, selected; Any tingling/numbness/swelling in hands or feet",categorical,dece9bf549ed94c10b31654349f4c9a48dd8e062272f94e711a35ef028ebbc61a9cef600c3f73301ecd753317445a0ac69030d4856264d7ad45f8bff61e51816,,,Which of the following symptoms did you experience prior to getting tested? Any tingling/numbness/swelling in hands or feet,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"numbness,symptom,foot,hand"
30141-covid_tst_symptoms-10,"Symptoms experienced prior to getting tested, selected; Fatigue (more than normal)",categorical,aff05e6c2a78713ff83949ecadb1226120f515d27390dcf8dcebc2ccb91e5445a1c98ebb4e5681ccc6c2cfd2bbb2d94a0f5b0272c26d7415a80222479b61d1ce,,,Which of the following symptoms did you experience prior to getting tested? Fatigue (more than normal),true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"symptom,fatigue"
30141-covid_tst_symptoms-11,"Symptoms experienced prior to getting tested, selected; Fever or feverish feeling",categorical,ad5878807b192eb24730e48e870f4d7608eb4b675ca018f20c9c46ffcf0a41a5f08f7beda862f737ef8ffba2770e6a59129be2c3a2bfb25762cd6ebbf8bc0e64,,,Which of the following symptoms did you experience prior to getting tested? Fever or feverish feeling,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"fever,symptom"
30141-covid_tst_symptoms-12,"Symptoms experienced prior to getting tested, selected; Headaches",categorical,59f63658462dacbba89e0542dfebb42e8ce1286d3a8bf9701e073785d1b3241da738d56ef6489d5d99dc2b4aa51a84e476622601bbce172244bb82767798f0bf,,,Which of the following symptoms did you experience prior to getting tested? Headaches,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"symptom,headache"
30141-covid_tst_symptoms-13,"Symptoms experienced prior to getting tested, selected; Joint or any other unexplained pain",categorical,8606460dab8d66dd51cfe4dcff128ebc341cf74e4765a36d47f8759f70e0b0a85f56aa2e196d71a2d7b5faa0cf96be374e5e9610f5a2aee71eb35c4074caf7d2,,,Which of the following symptoms did you experience prior to getting tested? Joint or any other unexplained pain,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"symptom,joint,unexplained pain"
30141-covid_tst_symptoms-14,"Symptoms experienced prior to getting tested, selected; Loss of balance",categorical,eb9d5e2d34f4cd9e3ff8aba0f826cfdf73937c61b2ffc760b66e25a9096e5f668caecf7c1e10cb3cec550fe99b2a13dbf390becdca6ea88f648112328c391271,,,Which of the following symptoms did you experience prior to getting tested? Loss of balance,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"symptom,balance,loss"
30141-covid_tst_symptoms-15,"Symptoms experienced prior to getting tested, selected; Loss of taste",categorical,b8857b8cf670b313c483a02ec7c0b6b3d2d2a0a53ab61cf0d43fc5aecd34b642b87f7db74daf53ec381aeb813e83d1104f65ac62229f61d01f7e4badd5545a2f,,,Which of the following symptoms did you experience prior to getting tested? Loss of taste,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"symptom,loss,taste"
