variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,DHT Prompt,DHT Variable,DHT Response Options,Merged Variable 1: Prompt,Merged Variable 1: Respone Options,Merged Variable 1: Variable,Merged Variable 2: Prompt,Merged Variable 2: Respone Options,Merged Variable 2: Variable,Merged Variable 3: Prompt,Merged Variable 3: Respone Options,Merged Variable 3: Variable,Merged Variable 4: Prompt,Merged Variable 4: Respone Options,Merged Variable 4: Variable,RADx-TECH Prompt,RADx-TECH Variable,RADx-TECH Response Options,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,RADx-UP Prompt,RADx-UP Variable,RADx-UP Reponse Options,CDE Reference,RADx-rad Prompt,RADx-rad Variable,RADx-rad Response Options,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
collection_storage_temp,Temperature at which the sample was stored after collection and prior to reaching the lab,float,76438ea1a0558ccc2710ed6dca9bec2154a9d1316e63fb9d7693c76e356b5cfe573708fd309aea4eced6d0bf84ed00b45d82dff6d6b970162d07dc62787dd3e4,,,,not required,,,,,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[float];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"collection,sample,temperature,lab",group4,"530664,0.74;0e6cea,1.0;e1c26c,0.84"
collection_storage_temp,,,efbd11ba7cdee793808f1690f2f2f71e4d33862f50813ad6822d1e256f21059f512a84844286c6bfd1c6140bd07781b4768a253ecb1863861da8a9df9e0e6cea,,,Temperature at which the sample was stored after collection and prior to reaching the lab,,,,,,celsius,,,,,,,,,,,,,,,,,,,,,,,,Collection Method,float,,,,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"collection,sample,temperature,lab",group4,"f56e64,0.74;23c1c6,0.84;7dd3e4,1.0"
collection_storage_time,,,5edaa46466e23b167ef9a7227ead852d68de31a4d135eaee287939ebcada7456106490d3ef060e3fc4318797fa02edaedf597feb871e31d266ca5bc850e1c26c,,,Duration of time the sample was stored after collection and prior to reaching the lab,,,,,,hour,,,,,,,,,,,,,,,,,,,,,,,,Collection Method,float,,,0,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"lab,duration,time,sample,collection",group4,"23c1c6,1.0;7dd3e4,0.84"
collection_water_temp,,,b1c76ceef884dcadf37746fe4593984b08bd16a02094d1e86380cbc97d13b3686607664b4f8cfe9918784f8603482bb0618625699f682881211e15fd5637aebe,,,Sample temperature at time of collection,,,,,,celsius,,,,,,,,,,,,,,,,,,,,,,,,Sample,float,,,0,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sample temperature,collection,time",group5,"0f1dee,1.0"
collection_water_temp,Sample temperature at time of collection,float,77fa4d190079916edc59a7a05a835d867d528edfbb66b97ed408cd36f3360ed47dd9ddccacc52f5ca6ef722cb09a822d97e5400b5c6800703e080a8de80f1dee,,,,not required,,,,,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sample temperature,collection,time",group5,"37aebe,1.0"
pre_ext_storage_time,The approximate average duration of time between when samples are concentrated (if concentrated) and when they are extracted,float,556911b4778c74a65aae8cdd9c4a791076e85244059aa8486951c65099d524c22bdb55a6d20b09b885e087856a1bc398a09c7c970043f772d91ba4a63c810ff0,,,,not required,,,,,hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"approximate average duration,time,sample",group6,"91fbda,0.9;3c2222,1.0"
pre_conc_storage_time,,,453c757db45be0633e8a3508c87e3107f0891929fdd9a47de8f05462cf7b328fb44a0463035e85b3228a18f4c9119620da782b7b70fb1b8728df27660191fbda,,,The approximate average duration of time between when samples reach the lab and when they are concentrated (if concentrated),,,,,,hour,,,,,,,,,,,,,,,,,,,,,,,,Processing Method,float,,,0,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"approximate average duration,time,sample,lab",group6,"810ff0,0.9;d70521,1.0"
pre_ext_storage_time,,,7f5ed4238688b935ef381fe4e88d9cd836a172d703246388bca05912a2db6328c567398b608749458a8ced8d4d7e5d1731cd1cb435d14a826fe9b92d0e3c2222,,,The approximate average duration of time between when samples are concentrated (if concentrated) and when they are extracted,,,,,,hour,,,,,,,,,,,,,,,,,,,,,,,,Processing Method,float,,,0,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"approximate average duration,time,sample",group6,"810ff0,1.0;d70521,0.9"
pre_conc_storage_time,The approximate average duration of time between when samples reach the lab and when they are concentrated (if concentrated),float,fe1b5e84504726df1528fb865feaa488cbecbb00b3a548b3507ad539008ffe52d9b945df3e7211ff94f4d756dd441ed350262fad8c74a2edfa179f85a2d70521,,,,not required,,,,,hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"approximate average duration,time,sample,lab",group6,"91fbda,1.0;3c2222,0.9"
sample_collect_time,,,7ff2dcfb4a21f642a729598864008d0830342aab3d384d12730bb3eab5d29e831ef4d791ef6dd46c1b3d171ea27f47c15c93619d39a91205a3157cf2a9509b5a,,,"The local time of sample collection; for composite samples, specify the time at which sample collection began",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample,time,,time,,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"local time,time,composite sample,sample collection",group7,"45f113,1.0;885859,0.89"
sample_collect_time,"The local time of sample collection; for composite samples, specify the time at which sample collection began","time, 24-hr ([hh]:[mm])",0d9b2673a40dd653ab8ad5fce3505825b16f0fed5db5adaede537f2c69bec2deb2c368c97906e07213044daadbde8a1d6f32b25805e757616d7ef7ad3845f113,,,,required,,,,,[none],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[time],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"local time,time,composite sample,sample collection",group7,"509b5a,1.0;51d9ad,0.89"
sample_collect_date,,,8b8083b351a17b2ccbf359066a9e5bfbffc577409d3a08c771f57d07ae5c153be22fafa0a08096600c27c15b8876adf4093ecb5a21241588dad0ba8c4451d9ad,,,"The date of sample collection; for composite samples, specify the date on which sample collection began",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample,date,,date_ymd,,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"date,composite sample,sample collection",group7,"45f113,0.89;885859,1.0"
sample_collect_date,"The date of sample collection; for composite samples, specify the date on which sample collection began",date ([yyyy]-[mm]-[dd]),aa795b4c8ae60cf00a21b2c7f1abad4651237535e42c72cd686a02b2e28b475fd0aa170493754c8361a89ae3b890aa2031ed77533a1b20ef527765ed6d885859,,,,required,,,,,[none],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[date not after tomorrow's date],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"date,composite sample,sample collection",group7,"509b5a,0.89;51d9ad,1.0"
time_zone,"Current local time zone corresponding to the time specified in 'sample_collect_time', represented as a UTC time offset (e.g., UTC-06:00)",time zone (utc-[hh]:[mm]),c474c178badb7c14487a8c6aaedb9fe8c5fd17cd23170c018f3c9bb878592e082a77088f3ea98298320232026351042e8c985781a2939ca5578b28af51de133d,,,,not required,,,,,[none],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[time zone],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"utc time offset,time,sample_collect_time,current local time zone",group8,"09764d,1.0"
time_zone,,,b6cb383d2e54bcee568922ff6c5cbe3e1bff17b8889c4c921a9edaddc10e3c654d2b47ba6179faaf360103f472869fdb09343a8daca873f29d20e7107309764d,,,"Current local time zone corresponding to the time specified in 'sample_collect_time', represented as a UTC time offset (e.g., UTC-06:00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sample,text,time zone (UTC-[hh]:[mm]),,,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"utc time offset,time,sample_collect_time,current local time zone",group8,"de133d,1.0"
when_did_you_receive_a_covid_19_or_coronavirus_vaccine__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",text,80d3023ab8cc844204dc2f408afbcf15d9fe1c123c9ddd53c4661475222ec8a2990bb22f877f252be115086bff4d10b701fbc29e2b92d175d1ba97ea0b326d7e,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"exact date,good estimate,date,multiple dose",group9,"1dedda,0.76"
when_did_you_receive_a_covid_19_or_coronavirus_vaccine__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",text,dc410f3e53fd5751abb6cae3581f6b1b77b2bfa7684a07dbfab925c75a27ffe301ff2b6abcc5be7c27b935ddfe669c88856b4d396aef49a3a7c03fa5e18c5c8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"exact date,good estimate,date,multiple dose",group9,"1dedda,0.76"
when_did_you_receive_a_covid_19_or_coronavirus_vaccine3__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine??<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",text,48e0ad527ea42ccca5dcb1aa976a76467687030337b3a3aed6527777a10bea1d40da097e90df2f08fc8a0f271813c3e7a1de3a67533d1cc151b476cc29c6bba1,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"exact date,good estimate,date,multiple dose",group9,"1dedda,0.76"
32014-covid_vaccine_date_deid,Number of days from day of Consent when Participant received a first vaccine,integer,bcf2bc2941694297823e470179829d44c2f58c0e589b8fc9bff4ccde21b48a299c92d2e3df318f57b65a3018bc8c5b371603204be847f862374934c79d080d58,,,What was the date that you received your first COVID vaccine?,true,De-identified Value in Days,,,,days,,,Symptom Screening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"covid vaccine,participant,day,vaccine,date,consent",group9,"1dedda,0.71;09e465,0.74"
when_did_you_receive_a_covid_19_or_coronavirus_vaccine2__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",text,c120451c97081e7151626e9e8e216160dce0028bd73b90b3aa6f17f73c85b3ac67e332dc8ecb843beb289a5b9a917c871619a664a70ce7e7bce783726eec0654,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"exact date,good estimate,date,multiple dose",group9,"1dedda,0.76"
vaccine_last_dte,Note: Maximum expected day = Current day.,,cb44caa9c643813a216e0434c905b36603030a651327d9599a29bfd815953d8cff3ece351d0b58f4e09b5dbb91c84bf92595118e3675d107fdee43c5731dedda,,,On what date did you receive your most recent shot of the vaccine?,,,,,,,,,tier2_vaccine_acceptance,,,,,,,,,,,,,,,,,,,,,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",text,MM/DD/YYYY,date_mdy,01/01/2020,,[covid_vaccine]='1' and [vaccine_dose]>= 2,,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"note,vaccine,recent shot,current day,date,maximum",group9,"326d7e,0.76;8c5c8e,0.76;c6bba1,0.76;080d58,0.71;ec0654,0.76;859732,0.71;e52c23,0.76"
date_first_dose,,date,e0e86946279e452f470efabe1d74bd482e32cb4f2d5a663bedffded74a70b5fc945cf62b84e590da0c8717fef474de1719823cef6ae303956dd261db51859732,Vaccine Survey,2,What was the date of your first COVID-19 vaccine (OK to guess if unsure)?,true,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Vaccine Survey.csv,RADx-DHT,date,group9,"1dedda,0.71;09e465,0.72"
vaccine_rec1_dte,Note: Maximum expected day = Current day.,,9b769c21fa5a743f855921ecaad7a4986a0247d0a556138f5e7f2e007d84df63a0ec3e27d8ab3eac8c82fc98ad947547c4e7635ceca9b33480cf8aa80a09e465,,,On what date did you receive your first shot of the vaccine?,,,,,,,,,tier2_vaccine_acceptance,,,,,,,,,,,,,,,,,,,,,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",text,MM/DD/YYYY,date_mdy,01/01/2020,,[covid_vaccine]='1' and [vaccine_dose]>= 1,,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"note,shot,vaccine,current day,date,maximum",group9,"080d58,0.74;859732,0.72;e52c23,0.71"
when_did_you_receive_a_covid_19_or_coronavirus_vaccine2__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine??<br><em>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",text,f0ea0871a6c62b3e2b7df6fb1d17db3ad1ad9de26e01a8bbf313a1a014b453b7fdc9fde0eb5bd190821aeb85c1ac9c0b6d11af326fd5300959d1a9fe67e52c23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"multiple dose,coronavirus,exact date,date,good estimate",group9,"1dedda,0.76;09e465,0.71"
test_result_date,,,34d646b8b390495115d53ba84f29c865c1ce0f97326e3d7bf481b852270995f9eb2a5a376cf7c8242526bc202be898b29decc3aa7af6f304558e155088c8641e,,,The date on which this SARS-CoV-2 measurement was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SARSCoV2 Quantification Method,date,Lab result date,,,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"sar,date",group10,"a86ea5,1.0"
test_result_date,The date on which this SARS-CoV-2 measurement was made,date ([yyyy]-[mm]-[dd]),ecd10522dc2be562d49c6ecf8783717e08dbb643e85f45a4ed55ac73f48e8f137ccfb85015985a08e6eff147d285d826641a1483109a63d840a451eceda86ea5,,,,required,,,,,[none],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[date not after tomorrow's date and not before 'sample_collect_date'],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sar,date",group10,"c8641e,1.0"
num_no_target_control,Number of no-template controls (NTC) per instrument run,category,82259de914873c97f4adbfaa1280671c0621f37d2cc674321e185f56ae8fe573a7f9b3691132d0abe35ed376bb4a589c9dbef488f8f378235cdbe645afaa3938,,,,required,,,,,[none],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"template control,number,ntc,instrument run",group11,"585bab,1.0"
num_no_target_control,,,ef0b5f5783ae739a6a053c4cf19cf0179b109d7aebf83614f82e968a8ef7847f5532cd6267ad731989d98d538bd12199864dfde5c5ddc34bb9d82b99c6585bab,,,Number of no-template controls (NTC) per instrument run,,0 | 1 | 2 | 3 | more than 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"template control,number,ntc,instrument run",group11,"aa3938,1.0"
nih_race,,,871f05cf8b5be13ad18ccfd68d01beab7939dc6131145b7c34d7e4f2dbd8ec0b9152da9e88ff20109f30ee7e9f5c775d45aca5f0b824ad9f672e2c9bbd2efb4f,,,What is your race?,,"0, American Indian or Alaska Native;1, Black or African American;2, Asian;3, Native Hawaiian or Other Pacific Islander;4, White;5, Middle Eastern or North African;6, Two or more races;97, Some other race;98, Do not know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Race,,,,,,,,,,,,,,,,Black;White;Asian;Pacific Islander;American Indian;Race_Other;Race_Unknown,race_black;race_white;race_asian;race_pacisl;race_amind;race_other;race_dk,".,Unchecked;0,Unchecked;1,Checked",,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,race,group12,"0d5181,1.0;d55552,0.73;1b5b9e,1.0;0623fc,0.79;e47fac,1.0;b3bfd7,0.73;b80686,0.86"
nih_race,,,10bb4aa2ce196921b102ca0fa90358b3d10c42137c47a79ace53cfa3c7ff0bf8c4c4550b2ff07fa6a349ed2a364f3d26a0616a57be34abdbfb9f9f46300d5181,,,What is your race?,,"0, American Indian or Alaska Native;1, Black or African American;2, Asian;3, Native Hawaiian or Other Pacific Islander;4, White;5, Middle Eastern or North African;6, Two or more races;97, Some other race;98, Do not know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Race,What is your race? Mark one or more boxes,dht_race,"""1, American Indian or Alaska Native; 2, Asian; 3, Black or African American; 4, Middle Eastern or North African; 5, Native Hawaiian or Other Pacific Islander; 6, White; 7, Two or more races; 8, Some other race; 98, Don't know; 99, Prefer not to answer;""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,race,group12,"2efb4f,1.0;1b5b9e,1.0;e47fac,1.0"
30082-race-3,Race selected; Asian,categorical,530881f5cc95bacf31cd10bbb834e4e6b442ad716742d9aa2b9dd371bad4c9c5afdeb887a1b3654105482540b082ae3e14711b30d791bcdf210ea314e5d55552,,,What is your race? Asian,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Race,About You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,race,group12,"2efb4f,0.73;1b5b9e,0.73;e47fac,0.73"
nih_race,,,00c1b41a2f34713bd8567917de864c3325d518ab4c71734ad4abe089e3f51d1e91b2dace78cd72e3dda7a3fba8bd71e427c08a51ed99bf801a8fdf84831b5b9e,,,What is your race?,,"0, American Indian or Alaska Native;1, Black or African American;2, Asian;3, Native Hawaiian or Other Pacific Islander;4, White;5, Middle Eastern or North African;6, Two or more races;97, Some other race;98, Do not know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Race,,,,,,,,,,,,,,,,,,,Check all that apply,,,,,,,,,,"""What is your race? Mark one or more boxes AND print origins.""",race_ethn_race,"1, American Indian or Alaska Native | 2, Black or African American | 3, Asian | 4, Native Hawaiian or Other Pacific Islander |5, White|15, Some other race |99, Prefer not to answer",,,,,,,RADx-UP-global-code-book.csv,RADx-UP,race,group12,"2efb4f,1.0;0d5181,1.0;d55552,0.73;0623fc,0.79;e47fac,1.0;b3bfd7,0.73;b80686,0.86"
30082-race-6,Race selected; Other,categorical,d71a3affcedecf68f16b069c1520507c28fc40b3b0ec06df043050dd3831402b119288e697e0b2e847b94c8d20672d358b9b776780c65375fc1815ecd70623fc,,,What is your race? Other,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Race,About You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,race,group12,"2efb4f,0.79;1b5b9e,0.79;e47fac,0.79"
