variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
date_first_dose,,date,Monthly Vaccine Survey,1,"Within the past month (or since the last time you answered this question), what was the date of your first COVID-19 vaccine (OK to guess if unsure)?",TRUE,Date,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Monthly Vaccine Survey.csv,RADx-DHT,"time,date,question,past month",group9
36104-post_vaccinefactors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),categorical,,,What factors might make you less likely to get the vaccine? I am going to let others get it first (herd immunity),TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Follow-up Survey,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,",factor,herd immunity,vaccine",group9
vaccine_rec1_dte,Note: Maximum expected day = Current day.,date_mdy,,,On what date did you receive your first shot of the vaccine?,,,,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",text,MM/DD/YYYY,1/1/20,,[covid_vaccine]='1' and [vaccine_dose]>= 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"date,shot,current day,note,maximum,vaccine",group9
vaccine_edu_pre,,,,,"Prior to your vaccination, were you given information or brochures about the vaccine and/or COVID-19?",,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,"This would include materials or discussions with your doctor, your library or church, a government health agency, university/college, or community health organization.",,,[covid_vaccine] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"information,vaccination,brochure,vaccine",group9
32015-covid_vaccine2_date_deid,Number of days from day of Consent when Participant received a second vaccine,integer,,,What was the date that you received your second COVID vaccine?,TRUE,De-identified Value in Days,,,,days,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"consent,date,second vaccine,participant,second covid vaccine,day",group9
when_did_you_receive_a_covid_19_or_coronavirus_vaccine3__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine??<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",text,,,,, ,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"multiple dose,exact date,date,good estimate",group9
date_second_dose,,date,Vaccine Survey,2,What was the date of your second COVID-19 vaccine (OK to guess if unsure)?,TRUE,Date,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Vaccine Survey.csv,RADx-DHT,date,group9
when_did_you_receive_a_covid_19_or_coronavirus_vaccine__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",text,,,,, ,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"multiple dose,exact date,date,good estimate",group9
date_first_dose,,date,Vaccine Survey,2,What was the date of your first COVID-19 vaccine (OK to guess if unsure)?,TRUE,Date,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Vaccine Survey.csv,RADx-DHT,date,group9
administered-by,"The EHR,Pharmacy or Lab administering the vaccine",string,,,,,32 bytes ASCII ,,,,,,,,,,,,,,,,,,,data_dictionary_vaccination.xlsx [Vaccination].csv,RADx-DHT,"pharmacy,ehr,lab,vaccine",group9
when_did_you_receive_a_covid_19_or_coronavirus_vaccine__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",text,,,,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"multiple dose,exact date,date,good estimate",group9
date_second_dose,,date,Monthly Vaccine Survey,1,"Within the past month (or since the last time you answered this question), what was the date of your second COVID-19 vaccine (OK to guess if unsure)?",TRUE,Date,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Monthly Vaccine Survey.csv,RADx-DHT,"time,date,question,past month",group9
36104-post_vaccinefactors-11,Factors that might make participant less likely to get the vaccine selected; I need more information first,categorical,,,What factors might make you less likely to get the vaccine? I need more information first,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Follow-up Survey,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"factor,information,vaccine",group9
vaccine_safe_2,,,,,The vaccine is safe,,"1, 1- Not important | 2, 2 | 3, 3- Neutral | 4, 4 | 5, 5- Very important| 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,,,,,,vaccine_decis_matrx,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,vaccine,group9
32138-vaccine_factors-4,Factors that might make participant less likely to get the vaccine selected; I do not trust the vaccine,categorical,,,What factors might make you less likely to get the vaccine? I do not trust the vaccine,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"factor,vaccine",group9
vaccine_requirement,,,,,Is the vaccine required by your school or job?,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"school,job,vaccine",group9
36104-post_vaccinefactors-4,Factors that might make participant less likely to get the vaccine selected; I do not trust the vaccine,categorical,,,What factors might make you less likely to get the vaccine? I do not trust the vaccine,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Follow-up Survey,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"factor,vaccine",group9
test_result_date,,,,,The date on which this SARS-CoV-2 measurement was made,,,,,,,,,,SARSCoV2 Quantification Method,date,Lab result date,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"date,sar",group10
test_result_date,The date on which this SARS-CoV-2 measurement was made,date ([yyyy]-[mm]-[dd]),,,,required,,,,,[none],,,,,,,,,,,,,[date not after tomorrow's date and not before 'sample_collect_date'],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"date,sar",group10
num_no_target_control,,,,,Number of no-template controls (NTC) per instrument run,,0 | 1 | 2 | 3 | more than 3,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"template control,number,instrument run,ntc",group11
num_no_target_control,Number of no-template controls (NTC) per instrument run,category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"template control,number,instrument run,ntc",group11
race,Race of participant,categorical,,," ""What is your race?""",,"American Indian or Alaska Native; Asian; Black or African American; Native Hawaiian or Other Pacific Islander; White; Two or more races; Other; Prefer not to answer; NA;
Recode_NA",,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,race",group12
race,,,,,What is your race? Mark one or more boxes.,,"1, American Indian or Alaska Native | 2, Asian | 3, Black or African American | 4, Native Hawaiian or Other Pacific Islander | 5, White | 6, Some other race",,,,,,,form_1,Race,checkbox,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"mark,box,race",group12
30082-race-6,Race selected; Other,categorical,,,What is your race? Other,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Race,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,race,group12
vaccine_prev_expos,,,,,"To the best of your knowledge, have you previously been exposed to someone who has had a positive COVID-19 test?",,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_vaccine_acceptance,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,",knowledge",group13
exposure,"Indicates whether the participant reported been exposed to someone who has tested positive for COVID-19 or is currently undergoing testing for COVID-19, within the past 24 hours",categorical,,,"""To the best of your knowledge have you been exposed to someone who has tested positive for COVID-19 or is currently undergoing testing for COVID-19, within the past 24 hours?""",,Yes; No; NA,,,,,,,,,,,,,,,,,,,NIH_DWS_DD_origcopy.csv,RADx-DHT,",knowledge,testing,hour,participant",group13
hum_frac_target_chem,Name of chemical compound used to estimate human fecal content,category,,,,not required,,,,,[none],,,,,,,,,,,,,,"If 'hum_frac_chem_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,",chemical compound,human fecal content",group14
other_norm_name,Name of a target or compound not specified in 'hum_frac_target_mic' or 'hum_frac_target_chem' used to estimate human fecal content,category,,,,not required,,,,,[none],,,,,,,,,,,,,,"If 'other_norm_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"human fecal content,target,compound,hum_frac_target_chem,hum_frac_target_mic",group14
hum_frac_target_mic,,,,,Name of microbial target used to estimate human fecal content,,pepper mild mottle virus | crassphage | hf183,,,,,,,,SARSCoV2 Quantification Method,category,"definitions of choices, e.g., crassphage, hf183?",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,",microbial target,human fecal content",group14
hum_frac_target_mic,Name of microbial target used to estimate human fecal content,category,,,,not required,,,,,[none],,,,,,,,,,,,,,"If 'hum_frac_mic_conc' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,",microbial target,human fecal content",group14
other_norm_name,,,,,Name of a target or compound not specified in 'hum_frac_target_mic' or 'hum_frac_target_chem' used to estimate human fecal content,,,,,,,,,,SARSCoV2 Quantification Method,text,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"human fecal content,target,compound,hum_frac_target_chem,hum_frac_target_mic",group14
hum_frac_target_chem,,,,,Name of chemical compound used to estimate human fecal content,,caffeine | creatinine | sucralose | ibuprofen,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,",chemical compound,human fecal content",group14
rec_eff_spike_matrix,Matrix into which the recovery efficiency control target is spiked,category,,,,required,,,,,[none],,,,,,,,,,,,,,"If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"matrix,recovery efficiency control target",group15
rec_eff_target_name,,,,,Name of the recovery efficiency control target that is spiked in,,bcov vaccine | brsv vaccine | murine coronavirus | oc43 | phi6 | puro | ms2 coliphage | hep g armored rna,,,,,,,,Processing Method,category,"If 'rec_eff_percent' is equal to a value other than ""-1"", then this must have a non-empty value",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,",recovery efficiency control target",group15
rec_eff_target_name,Name of the recovery efficiency control target that is spiked in,category,,,,required,,,,,[none],,,,,,,,,,,,,,"If 'rec_eff_percent' is equal to a value other than ""-1"", then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,",recovery efficiency control target",group15
rec_eff_spike_matrix,,,,,Matrix into which the recovery efficiency control target is spiked,,raw sample | raw sample post pasteurization | clarified sample | sample concentrate | lysis buffer,,,,,,,,Processing Method,category,"If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"matrix,recovery efficiency control target",group15
30086-gender-3,Gender identity selected; Non-Binary,categorical,,,What terms best express how you describe your gender identity? Non-Binary,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"term,gender identity",group16
30086-gender-999,Gender identity selected; Prefer not to answer,categorical,,,What terms best express how you describe your gender identity? Prefer not to answer,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"term,gender identity",group16
30086-gender-2,Gender identity selected; Woman,categorical,,,What terms best express how you describe your gender identity? Woman,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"term,woman,gender identity",group16
30086-gender-1,Gender identity selected; Man,categorical,,,What terms best express how you describe your gender identity? Man,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"term,gender identity",group16
gender_identity_term,"PX011801 @NONEOFTHEABOVE='96,99' | Modified based on RADx-UP project feedback to conform to MTPC",,,,What terms best express how you describe your gender identity?,,"1, Woman | 0, Man | 2, Non-binary | 3,  Transgender man/Female-to-male (FTM) | 4, Transgender woman/Male-to-female (MTF) | 5, Gender non-binary/Genderqueer/Gender nonconforming | 6, Agender | 7, Bigender | 96, None of these describe me | 99, Prefer not to answer",,,,,,,sociodemographics,Demographics,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"mtpc,term,gender identity,project feedback,radx",group16
30086-gender-5,Gender identity selected; Transgender,categorical,,,What terms best express how you describe your gender identity? Transgender,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"transgender,term,gender identity",group16
gender,Gender of participant,categorical,,,"""What is your biological sex""",,Male; Female; Intersex; None; Recode_NA,,,,,,,,,,,,,,,,,,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT,"participant,gender,biological sex",group17
what_is_your_biological_sex_assigned_at_birth_for_example_on_your_birth_certificate,"What is your biological sex assigned at birth (for example, on your birth certificate)?",text,,,,,"[""female"",""intersex"",""male"",""i_prefer_not_to_answer"",""none_of_these_describe_me""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"birth,biological sex,birth certificate,example",group17
