variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
inhibition_detect,,,,,Was molecular inhibition detected?,,Yes | No | Not tested,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,molecular inhibition,group104
marijuana_30days,,select one,Your Smoking History,3,Have you smoked or vaped marijuana in the past 30 days?,true,Yes;No;Don't know;Refuse to answer,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"marijuana,day",group105
mari_use_smk_2,,,,,"If you have used marijuana in the past 12 months, have often have you smoked it?",,"1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,,,tier2_drug_use,Prescription Medication 15,radio,,,,[mari_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"marijuana,month",group105
mari_use_vap_2,,,,,"If you have used marijuana in the past 12 months, have often have you vaped it?",,"1, Daily or almost daily|2, About once or twice per week|3, About once per month|4, Rarely (less than once per month)|5, Never| 99, Prefer not to answer",,,,,,,tier2_drug_use,Prescription Medication 15,radio,,,,[mari_use_2] = 1,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"marijuana,month",group105
ntc_amplify,"For qPCR, did any no-template controls on this instrument run have a Ct value less than 40? For ddPCR, did any no-template controls on this instrument run have 3 or more positive droplets?",category,,,,required,,,,,[none],,,,,,,,,,,,,,None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"ddpcr,instrument run,ct value,template control,positive droplet",group106
ntc_amplify,,,,,"For qPCR, did any no-template controls on this instrument run have a Ct value less than 40? For ddPCR, did any no-template controls on this instrument run have 3 or more positive droplets?",,Yes | No,,,,,,,,SARSCoV2 Quantification Method,category,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"ddpcr,instrument run,ct value,template control,positive droplet",group106
pretreatment_specify,,,,,"If 'pretreatment' is ""yes"", then specify the chemicals used",,,,,,,,,,Collection Method,text,,,,[pretreatment] = 'Yes',,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"chemical,pretreatment",group107
pretreatment_specify,"If 'pretreatment' is ""yes"", then specify the chemicals used",string,,,,not required,,,,,[none],,,,,,,,,,,,,"[string];
[empty]","if 'pretreatment' is ""yes"", then specify in 'pretreatment_specify'",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"chemical,pretreatment",group107
rec_eff_spike_conc,"Spike concentration, on average, of the recovery control on a per sample volume basis",float,,,,required,,,,,log10 copies/ml,,,,,,,,,,,,,"[float];
[empty]","If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"spike concentration,sample volume basis,recovery control",group108
rec_eff_spike_conc,,,,,"Spike concentration, on average, of the recovery control on a per sample volume basis",,,,,,log10 copies/ml,,,,Processing Method,float,"If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,"spike concentration,sample volume basis,recovery control",group108
